gen1_locus,gen1_nombre,gen1_fin,gen1_hebra,gen2_locus,gen2_nombre,gen2_inicio,gen2_hebra,distancia_pb,tipo,misma_hebra
HRS04_RS09990,ynfH,2048436,+,HRS04_RS09995,dmsD,2048478,+,42,Muy cercano (< 50 pb),True
HRS04_RS09995,dmsD,2049093,+,HRS04_RS10000,clcB,2049251,+,158,Moderado (100-200 pb),True
HRS04_RS10000,clcB,2050544,+,HRS04_RS10005,bioD,2050496,-,-48,Solapado,False
HRS04_RS10005,bioD,2051192,-,HRS04_RS10010,mlc,2051316,-,124,Moderado (100-200 pb),True
HRS04_RS10010,mlc,2052537,-,HRS04_RS10015,ynfL,2052671,-,134,Moderado (100-200 pb),True
HRS04_RS10015,ynfL,2053565,-,HRS04_RS10020,ynfM,2053671,+,106,Moderado (100-200 pb),False
HRS04_RS10020,ynfM,2054925,+,HRS04_RS10025,,2054973,-,48,Muy cercano (< 50 pb),False
HRS04_RS10025,,2055093,-,HRS04_RS10030,asr,2055348,+,255,Normal (200-500 pb),False
HRS04_RS10030,asr,2055657,+,HRS04_RS10035,ydgU,2055749,+,92,Cercano (50-100 pb),True
HRS04_RS10035,ydgU,2055833,+,HRS04_RS10040,ydgD,2055932,+,99,Cercano (50-100 pb),True
HRS04_RS10040,ydgD,2056754,+,HRS04_RS10045,mdtI,2056792,-,38,Muy cercano (< 50 pb),False
HRS04_RS10045,mdtI,2057122,-,HRS04_RS10050,mdtJ,2057108,-,-14,Solapado,True
HRS04_RS10050,mdtJ,2057474,-,HRS04_RS10055,,2057580,-,106,Moderado (100-200 pb),True
HRS04_RS10055,,2057751,-,HRS04_RS10060,tqsA,2057885,+,134,Moderado (100-200 pb),False
HRS04_RS10060,tqsA,2058920,+,HRS04_RS10065,pntB,2058944,-,24,Muy cercano (< 50 pb),False
HRS04_RS10065,pntB,2060333,-,HRS04_RS10070,pntA,2060343,-,10,Muy cercano (< 50 pb),True
HRS04_RS10070,pntA,2061876,-,HRS04_RS10075,ydgH,2062399,+,523,Grande (> 500 pb),False
HRS04_RS10075,ydgH,2063344,+,HRS04_RS10080,ydgI,2063529,+,185,Moderado (100-200 pb),True
HRS04_RS10080,ydgI,2064912,+,HRS04_RS10085,folM,2064948,+,36,Muy cercano (< 50 pb),True
HRS04_RS10085,folM,2065671,+,HRS04_RS10090,ydgC,2065667,-,-4,Solapado,False
HRS04_RS10090,ydgC,2066003,-,HRS04_RS10095,rstA,2066131,+,128,Moderado (100-200 pb),False
HRS04_RS10095,rstA,2066851,+,HRS04_RS10100,rstB,2066854,+,3,Muy cercano (< 50 pb),True
HRS04_RS10100,rstB,2068156,+,HRS04_RS10105,tus,2068231,+,75,Cercano (50-100 pb),True
HRS04_RS10105,tus,2069161,+,HRS04_RS10110,fumC,2069157,-,-4,Solapado,False
HRS04_RS10110,fumC,2070561,-,HRS04_RS10115,fumB,2070703,-,142,Moderado (100-200 pb),True
HRS04_RS10115,fumB,2072350,-,HRS04_RS10120,manA,2072548,+,198,Moderado (100-200 pb),False
HRS04_RS10120,manA,2073724,+,HRS04_RS10125,ydgA,2073824,+,100,Moderado (100-200 pb),True
HRS04_RS10125,ydgA,2075333,+,HRS04_RS10130,uidC,2075377,-,44,Muy cercano (< 50 pb),False
HRS04_RS10130,uidC,2076645,-,HRS04_RS10135,uidB,2076683,-,38,Muy cercano (< 50 pb),True
HRS04_RS10135,uidB,2078057,-,HRS04_RS10140,uidA,2078053,-,-4,Solapado,True
HRS04_RS10140,uidA,2079865,-,HRS04_RS10145,uidR,2080253,-,388,Normal (200-500 pb),True
HRS04_RS10145,uidR,2080844,-,HRS04_RS10150,hdhA,2081072,-,228,Normal (200-500 pb),True
HRS04_RS10150,hdhA,2081840,-,HRS04_RS10155,malI,2081951,-,111,Moderado (100-200 pb),True
HRS04_RS10155,malI,2082980,-,HRS04_RS10160,malX,2083154,+,174,Moderado (100-200 pb),False
HRS04_RS10160,malX,2084747,+,HRS04_RS10165,malY,2084756,+,9,Muy cercano (< 50 pb),True
HRS04_RS10165,malY,2085929,+,HRS04_RS10170,add,2086032,+,103,Moderado (100-200 pb),True
HRS04_RS10170,add,2087034,+,HRS04_RS10175,ydgJ,2087068,-,34,Muy cercano (< 50 pb),False
HRS04_RS10175,ydgJ,2088109,-,HRS04_RS10180,blr,2088351,+,242,Normal (200-500 pb),False
HRS04_RS10180,blr,2088477,+,HRS04_RS10185,ydgT,2088749,+,272,Normal (200-500 pb),True
HRS04_RS10185,ydgT,2088965,+,HRS04_RS10190,ydgK,2089050,+,85,Cercano (50-100 pb),True
HRS04_RS10190,ydgK,2089491,+,HRS04_RS10195,rsxA,2089567,+,76,Cercano (50-100 pb),True
HRS04_RS10195,rsxA,2090149,+,HRS04_RS10200,rsxB,2090148,+,-1,Solapado,True
HRS04_RS10200,rsxB,2090727,+,HRS04_RS10205,rsxC,2090719,+,-8,Solapado,True
HRS04_RS10205,rsxC,2092942,+,HRS04_RS10210,rsxD,2092942,+,0,Adyacente,True
HRS04_RS10210,rsxD,2094001,+,HRS04_RS10215,rsxG,2094004,+,3,Muy cercano (< 50 pb),True
HRS04_RS10215,rsxG,2094625,+,HRS04_RS10220,rsxE,2094628,+,3,Muy cercano (< 50 pb),True
HRS04_RS10220,rsxE,2095324,+,HRS04_RS10225,nth,2095323,+,-1,Solapado,True
HRS04_RS10225,nth,2095959,+,HRS04_RS10230,dtpA,2096569,+,610,Grande (> 500 pb),True
HRS04_RS10230,dtpA,2098072,+,HRS04_RS10235,gstA,2098177,+,105,Moderado (100-200 pb),True
HRS04_RS10235,gstA,2098783,+,HRS04_RS10240,pdxY,2098826,-,43,Muy cercano (< 50 pb),False
HRS04_RS10240,pdxY,2099690,-,HRS04_RS10245,tyrS,2099748,-,58,Cercano (50-100 pb),True
HRS04_RS10245,tyrS,2101023,-,HRS04_RS10250,pdxH,2101151,-,128,Moderado (100-200 pb),True
HRS04_RS10250,pdxH,2101808,-,HRS04_RS10255,mliC,2101866,-,58,Cercano (50-100 pb),True
HRS04_RS10255,mliC,2102196,-,HRS04_RS10260,anmK,2102293,-,97,Cercano (50-100 pb),True
HRS04_RS10260,anmK,2103403,-,HRS04_RS10265,slyB,2103676,+,273,Normal (200-500 pb),False
HRS04_RS10265,slyB,2104144,+,HRS04_RS10270,slyA,2104190,-,46,Muy cercano (< 50 pb),False
HRS04_RS10270,slyA,2104625,-,HRS04_RS10275,ydhI,2104825,+,200,Normal (200-500 pb),False
HRS04_RS10275,ydhI,2105062,+,HRS04_RS10280,ydhJ,2105064,+,2,Muy cercano (< 50 pb),True
HRS04_RS10280,ydhJ,2105922,+,HRS04_RS10285,ydhK,2105921,+,-1,Solapado,True
HRS04_RS10285,ydhK,2107934,+,HRS04_RS10290,sodC,2107934,-,0,Adyacente,False
HRS04_RS10290,sodC,2108456,-,HRS04_RS10295,ydhF,2108536,-,80,Cercano (50-100 pb),True
HRS04_RS10295,ydhF,2109433,-,HRS04_RS10300,ydhL,2109481,-,48,Muy cercano (< 50 pb),True
HRS04_RS10300,ydhL,2109721,-,HRS04_RS10305,nemR,2109823,+,102,Moderado (100-200 pb),False
HRS04_RS10305,nemR,2110423,+,HRS04_RS10310,nemA,2110459,+,36,Muy cercano (< 50 pb),True
HRS04_RS10310,nemA,2111557,+,HRS04_RS10315,gloA,2111637,+,80,Cercano (50-100 pb),True
HRS04_RS10315,gloA,2112045,+,HRS04_RS10320,rnt,2112147,+,102,Moderado (100-200 pb),True
HRS04_RS10320,rnt,2112795,+,HRS04_RS10325,lhr,2112887,+,92,Cercano (50-100 pb),True
HRS04_RS10325,lhr,2117504,+,HRS04_RS10330,grxD,2117554,-,50,Cercano (50-100 pb),False
HRS04_RS10330,grxD,2117902,-,HRS04_RS10335,mepH,2118235,+,333,Normal (200-500 pb),False
HRS04_RS10335,mepH,2119051,+,HRS04_RS10340,sodB,2119178,+,127,Moderado (100-200 pb),True
HRS04_RS10340,sodB,2119760,+,HRS04_RS10345,ydhP,2119905,-,145,Moderado (100-200 pb),False
HRS04_RS10345,ydhP,2121075,-,HRS04_RS10350,cydH,2121240,-,165,Moderado (100-200 pb),True
HRS04_RS10350,cydH,2121330,-,HRS04_RS10355,purR,2121628,+,298,Normal (200-500 pb),False
HRS04_RS10355,purR,2122654,+,HRS04_RS10360,punR,2122650,-,-4,Solapado,False
HRS04_RS10360,punR,2123583,-,HRS04_RS10365,punC,2123695,+,112,Moderado (100-200 pb),False
HRS04_RS10365,punC,2124907,+,HRS04_RS10370,cfa,2125197,+,290,Normal (200-500 pb),True
HRS04_RS10370,cfa,2126346,+,HRS04_RS10375,ribE,2126385,-,39,Muy cercano (< 50 pb),False
HRS04_RS10375,ribE,2127027,-,HRS04_RS10380,mdtK,2127241,+,214,Normal (200-500 pb),False
HRS04_RS10380,mdtK,2128615,+,HRS04_RS10385,ydhQ,2128655,-,40,Muy cercano (< 50 pb),False
HRS04_RS10385,ydhQ,2129912,-,HRS04_RS10400,ydhR,2130484,+,572,Grande (> 500 pb),False
HRS04_RS10400,ydhR,2130790,+,HRS04_RS10405,ydhS,2130915,+,125,Moderado (100-200 pb),True
HRS04_RS10405,ydhS,2132520,+,HRS04_RS10410,ydhT,2132531,-,11,Muy cercano (< 50 pb),False
HRS04_RS10410,ydhT,2133344,-,HRS04_RS10415,phsC,2133347,-,3,Muy cercano (< 50 pb),True
HRS04_RS10415,phsC,2134133,-,HRS04_RS10420,ydhX,2134129,-,-4,Solapado,True
HRS04_RS10420,ydhX,2134798,-,HRS04_RS10425,ydhW,2134861,-,63,Cercano (50-100 pb),True
HRS04_RS10425,ydhW,2135500,-,HRS04_RS10430,ydhV,2135512,-,12,Muy cercano (< 50 pb),True
HRS04_RS10430,ydhV,2137615,-,HRS04_RS10435,ydhY,2137635,-,20,Muy cercano (< 50 pb),True
HRS04_RS10435,ydhY,2138262,-,HRS04_RS10440,fumD,2138717,-,455,Normal (200-500 pb),True
HRS04_RS10440,fumD,2138927,-,HRS04_RS10445,ynhH,2139281,+,354,Normal (200-500 pb),False
HRS04_RS10445,ynhH,2139476,+,HRS04_RS10450,pykF,2139483,+,7,Muy cercano (< 50 pb),True
HRS04_RS10450,pykF,2140896,+,HRS04_RS10455,lpp,2141206,+,310,Normal (200-500 pb),True
HRS04_RS10455,lpp,2141443,+,HRS04_RS10460,ldtE,2141506,-,63,Cercano (50-100 pb),False
HRS04_RS10460,ldtE,2142511,-,HRS04_RS10465,sufE,2142659,-,148,Moderado (100-200 pb),True
HRS04_RS10465,sufE,2143076,-,HRS04_RS10470,sufS,2143088,-,12,Muy cercano (< 50 pb),True
HRS04_RS10470,sufS,2144309,-,HRS04_RS10475,sufD,2144305,-,-4,Solapado,True
HRS04_RS10475,sufD,2145577,-,HRS04_RS10480,sufC,2145551,-,-26,Solapado,True
HRS04_RS10480,sufC,2146298,-,HRS04_RS10485,sufB,2146307,-,9,Muy cercano (< 50 pb),True
HRS04_RS10485,sufB,2147795,-,HRS04_RS10490,sufA,2147803,-,8,Muy cercano (< 50 pb),True
HRS04_RS10490,sufA,2148172,-,HRS04_RS10495,ydiH,2148719,-,547,Grande (> 500 pb),True
HRS04_RS10495,ydiH,2148908,-,HRS04_RS10500,menI,2149007,-,99,Cercano (50-100 pb),True
HRS04_RS10500,menI,2149418,-,HRS04_RS10505,ydiJ,2149414,-,-4,Solapado,True
HRS04_RS10505,ydiJ,2152471,-,HRS04_RS10510,ydiK,2152684,+,213,Normal (200-500 pb),False
HRS04_RS10510,ydiK,2153797,+,HRS04_RS10520,ydiL,2154225,+,428,Normal (200-500 pb),True
HRS04_RS10520,ydiL,2154582,+,HRS04_RS10525,ydiM,2154681,+,99,Cercano (50-100 pb),True
HRS04_RS10525,ydiM,2155896,+,HRS04_RS10530,ydiN,2156122,+,226,Normal (200-500 pb),True
HRS04_RS10530,ydiN,2157388,+,HRS04_RS10535,ydiB,2157399,+,11,Muy cercano (< 50 pb),True
HRS04_RS10535,ydiB,2158266,+,HRS04_RS10540,aroD,2158296,+,30,Muy cercano (< 50 pb),True
HRS04_RS10540,aroD,2159055,+,HRS04_RS10545,ydiF,2159198,+,143,Moderado (100-200 pb),True
HRS04_RS10545,ydiF,2160794,+,HRS04_RS10550,ydiO,2160807,+,13,Muy cercano (< 50 pb),True
HRS04_RS10550,ydiO,2161959,+,HRS04_RS10555,ydiP,2162001,-,42,Muy cercano (< 50 pb),False
HRS04_RS10555,ydiP,2162913,-,HRS04_RS10560,ydiQ,2163228,+,315,Normal (200-500 pb),False
HRS04_RS10560,ydiQ,2163993,+,HRS04_RS10565,ydiR,2164012,+,19,Muy cercano (< 50 pb),True
HRS04_RS10565,ydiR,2164951,+,HRS04_RS10570,ydiS,2165006,+,55,Cercano (50-100 pb),True
HRS04_RS10570,ydiS,2166296,+,HRS04_RS10575,ydiT,2166292,+,-4,Solapado,True
HRS04_RS10575,ydiT,2166586,+,HRS04_RS10580,fadK,2166642,+,56,Cercano (50-100 pb),True
HRS04_RS10580,fadK,2168289,+,HRS04_RS10585,ppsA,2168345,-,56,Cercano (50-100 pb),False
HRS04_RS10585,ppsA,2170724,-,HRS04_RS10590,ppsR,2171056,+,332,Normal (200-500 pb),False
HRS04_RS10590,ppsR,2171890,+,HRS04_RS10595,aroH,2172046,+,156,Moderado (100-200 pb),True
HRS04_RS10595,aroH,2173093,+,HRS04_RS10600,hemP,2173224,+,131,Moderado (100-200 pb),True
HRS04_RS10600,hemP,2173416,+,HRS04_RS10605,selO,2173419,-,3,Muy cercano (< 50 pb),False
HRS04_RS10605,selO,2174856,-,HRS04_RS10610,ydiV,2174918,-,62,Cercano (50-100 pb),True
HRS04_RS10610,ydiV,2175632,-,HRS04_RS10615,nlpC,2175878,-,246,Normal (200-500 pb),True
HRS04_RS10615,nlpC,2176343,-,HRS04_RS10620,btuD,2176420,-,77,Cercano (50-100 pb),True
HRS04_RS10620,btuD,2177170,-,HRS04_RS10625,btuE,2177169,-,-1,Solapado,True
HRS04_RS10625,btuE,2177721,-,HRS04_RS10630,btuC,2177783,-,62,Cercano (50-100 pb),True
HRS04_RS10630,btuC,2178764,-,HRS04_RS10635,ihfA,2178864,-,100,Moderado (100-200 pb),True
HRS04_RS10635,ihfA,2179164,-,HRS04_RS10640,pheT,2179168,-,4,Muy cercano (< 50 pb),True
HRS04_RS10640,pheT,2181556,-,HRS04_RS10645,pheS,2181570,-,14,Muy cercano (< 50 pb),True
HRS04_RS10645,pheS,2182554,-,HRS04_RS10650,pheM,2182836,-,282,Normal (200-500 pb),True
HRS04_RS10650,pheM,2182881,-,HRS04_RS10655,rplT,2183003,-,122,Moderado (100-200 pb),True
HRS04_RS10655,rplT,2183360,-,HRS04_RS10660,rpmI,2183412,-,52,Cercano (50-100 pb),True
HRS04_RS10660,rpmI,2183610,-,HRS04_RS10665,infC,2183706,-,96,Cercano (50-100 pb),True
HRS04_RS10665,infC,2184249,-,HRS04_RS10670,thrS,2184252,-,3,Muy cercano (< 50 pb),True
HRS04_RS10670,thrS,2186181,-,HRS04_RS10675,espL1,2186704,+,523,Grande (> 500 pb),False
HRS04_RS10675,espL1,2188603,+,HRS04_RS10680,yniD,2188778,+,175,Moderado (100-200 pb),True
HRS04_RS10680,yniD,2188886,+,HRS04_RS10685,ydiY,2188938,-,52,Cercano (50-100 pb),False
HRS04_RS10685,ydiY,2189697,-,HRS04_RS10690,pfkB,2189983,+,286,Normal (200-500 pb),False
HRS04_RS10690,pfkB,2190913,+,HRS04_RS10695,ghoS,2191013,+,100,Moderado (100-200 pb),True
HRS04_RS10695,ghoS,2191304,+,HRS04_RS10700,yniA,2191409,+,105,Moderado (100-200 pb),True
HRS04_RS10700,yniA,2192270,+,HRS04_RS10705,yniB,2192310,-,40,Muy cercano (< 50 pb),False
HRS04_RS10705,yniB,2192847,-,HRS04_RS10710,hxpB,2192993,+,146,Moderado (100-200 pb),False
HRS04_RS10710,hxpB,2193662,+,HRS04_RS10715,ydjM,2193824,+,162,Moderado (100-200 pb),True
HRS04_RS10715,ydjM,2194415,+,HRS04_RS10720,tcyP,2194547,+,132,Moderado (100-200 pb),True
HRS04_RS10720,tcyP,2195939,+,HRS04_RS10725,ydjO,2195942,-,3,Muy cercano (< 50 pb),False
HRS04_RS10725,ydjO,2196746,-,HRS04_RS10730,cedA,2197034,-,288,Normal (200-500 pb),True
HRS04_RS10730,cedA,2197298,-,HRS04_RS10735,katE,2197480,+,182,Moderado (100-200 pb),False
HRS04_RS10735,katE,2199742,+,HRS04_RS10740,,2199976,-,234,Normal (200-500 pb),False
HRS04_RS10740,,2200957,-,HRS04_RS10745,chbG,2201278,-,321,Normal (200-500 pb),True
HRS04_RS10745,chbG,2202037,-,HRS04_RS10750,celF,2202049,-,12,Muy cercano (< 50 pb),True
HRS04_RS10750,celF,2203402,-,HRS04_RS10755,chbR,2203506,-,104,Moderado (100-200 pb),True
HRS04_RS10755,chbR,2204349,-,HRS04_RS10760,chbA,2204356,-,7,Muy cercano (< 50 pb),True
HRS04_RS10760,chbA,2204707,-,HRS04_RS10765,chbC,2204757,-,50,Cercano (50-100 pb),True
HRS04_RS10765,chbC,2206116,-,HRS04_RS10770,chbB,2206200,-,84,Cercano (50-100 pb),True
HRS04_RS10770,chbB,2206521,-,HRS04_RS10775,osmE,2206819,-,298,Normal (200-500 pb),True
HRS04_RS10775,osmE,2207158,-,HRS04_RS10780,nadE,2207359,+,201,Normal (200-500 pb),False
HRS04_RS10780,nadE,2208187,+,HRS04_RS10785,cho,2208416,+,229,Normal (200-500 pb),True
HRS04_RS10785,cho,2209304,+,HRS04_RS10790,ves,2209263,-,-41,Solapado,False
HRS04_RS10790,ves,2209839,-,HRS04_RS10795,spy,2210041,-,202,Normal (200-500 pb),True
HRS04_RS10795,spy,2210527,-,HRS04_RS10800,astE,2210856,-,329,Normal (200-500 pb),True
HRS04_RS10800,astE,2211825,-,HRS04_RS10805,astB,2211817,-,-8,Solapado,True
HRS04_RS10805,astB,2213161,-,HRS04_RS10810,astD,2213157,-,-4,Solapado,True
HRS04_RS10810,astD,2214636,-,HRS04_RS10815,astA,2214632,-,-4,Solapado,True
HRS04_RS10815,astA,2215667,-,HRS04_RS10820,astC,2215663,-,-4,Solapado,True
HRS04_RS10820,astC,2216884,-,HRS04_RS10825,xthA,2217329,+,445,Normal (200-500 pb),False
HRS04_RS10825,xthA,2218136,+,HRS04_RS10830,ydjX,2218302,+,166,Moderado (100-200 pb),True
HRS04_RS10830,ydjX,2219013,+,HRS04_RS10835,ydjY,2219017,+,4,Muy cercano (< 50 pb),True
HRS04_RS10835,ydjY,2219695,+,HRS04_RS10840,ydjZ,2219709,+,14,Muy cercano (< 50 pb),True
HRS04_RS10840,ydjZ,2220417,+,HRS04_RS10845,ynjA,2220416,+,-1,Solapado,True
HRS04_RS10845,ynjA,2220965,+,HRS04_RS10850,ynjB,2220974,+,9,Muy cercano (< 50 pb),True
HRS04_RS10850,ynjB,2222141,+,HRS04_RS10855,ynjC,2222113,+,-28,Solapado,True
HRS04_RS10855,ynjC,2223649,+,HRS04_RS10860,ynjD,2223648,+,-1,Solapado,True
HRS04_RS10860,ynjD,2224302,+,HRS04_RS10865,ynjE,2224368,+,66,Cercano (50-100 pb),True
HRS04_RS10865,ynjE,2225676,+,HRS04_RS10870,ynjF,2225684,-,8,Muy cercano (< 50 pb),False
HRS04_RS10870,ynjF,2226305,-,HRS04_RS10875,nudG,2226391,+,86,Cercano (50-100 pb),False
HRS04_RS10875,nudG,2226799,+,HRS04_RS10880,ynjH,2226764,-,-35,Solapado,False
HRS04_RS10880,ynjH,2227037,-,HRS04_RS10885,gdhA,2227272,+,235,Normal (200-500 pb),False
HRS04_RS10885,gdhA,2228616,+,HRS04_RS10890,,2228732,-,116,Moderado (100-200 pb),False
HRS04_RS10890,,2229494,-,HRS04_RS10895,,2229548,+,54,Cercano (50-100 pb),False
HRS04_RS10895,,2230246,+,HRS04_RS10900,,2230259,-,13,Muy cercano (< 50 pb),False
HRS04_RS10900,,2230550,-,HRS04_RS10905,topB,2230677,-,127,Moderado (100-200 pb),True
HRS04_RS10905,topB,2232639,-,HRS04_RS10910,selD,2232643,-,4,Muy cercano (< 50 pb),True
HRS04_RS10910,selD,2233687,-,HRS04_RS10915,ydjA,2233803,-,116,Moderado (100-200 pb),True
HRS04_RS10915,ydjA,2234355,-,HRS04_RS10920,sppA,2234515,+,160,Moderado (100-200 pb),False
HRS04_RS10920,sppA,2236372,+,HRS04_RS10925,ansA,2236538,+,166,Moderado (100-200 pb),True
HRS04_RS10925,ansA,2237555,+,HRS04_RS10930,pncA,2237565,+,10,Muy cercano (< 50 pb),True
HRS04_RS10930,pncA,2238207,+,HRS04_RS10935,yeaC,2238367,-,160,Moderado (100-200 pb),False
HRS04_RS10935,yeaC,2238640,-,HRS04_RS10940,msrB,2238681,-,41,Muy cercano (< 50 pb),True
HRS04_RS10940,msrB,2239095,-,HRS04_RS10945,gapA,2239436,+,341,Normal (200-500 pb),False
HRS04_RS10945,gapA,2240432,+,HRS04_RS10950,yeaD,2240515,+,83,Cercano (50-100 pb),True
HRS04_RS10950,yeaD,2241400,+,HRS04_RS10955,yeaE,2241450,-,50,Cercano (50-100 pb),False
HRS04_RS10955,yeaE,2242305,-,HRS04_RS10960,mipA,2242394,-,89,Cercano (50-100 pb),True
HRS04_RS10960,mipA,2243141,-,HRS04_RS10965,yeaG,2243576,+,435,Normal (200-500 pb),False
HRS04_RS10965,yeaG,2245511,+,HRS04_RS10970,yeaH,2245623,+,112,Moderado (100-200 pb),True
HRS04_RS10970,yeaH,2246907,+,HRS04_RS10975,cdgI,2247053,+,146,Moderado (100-200 pb),True
HRS04_RS10975,cdgI,2248529,+,HRS04_RS10980,dgcJ,2248709,+,180,Moderado (100-200 pb),True
HRS04_RS10980,dgcJ,2250200,+,HRS04_RS10985,yeaK,2250242,+,42,Muy cercano (< 50 pb),True
HRS04_RS10985,yeaK,2250746,+,HRS04_RS10990,yoaI,2250746,-,0,Adyacente,False
HRS04_RS10990,yoaI,2250851,-,HRS04_RS10995,yeaL,2251020,+,169,Moderado (100-200 pb),False
HRS04_RS10995,yeaL,2251467,+,HRS04_RS11000,nimR,2251423,-,-44,Solapado,False
HRS04_RS11000,nimR,2252245,-,HRS04_RS11005,nimT,2252341,+,96,Cercano (50-100 pb),False
HRS04_RS11005,nimT,2253523,+,HRS04_RS11010,yeaO,2253577,+,54,Cercano (50-100 pb),True
HRS04_RS11010,yeaO,2253925,+,HRS04_RS11015,yoaF,2253946,-,21,Muy cercano (< 50 pb),False
HRS04_RS11015,yoaF,2254201,-,HRS04_RS11020,dgcP,2254383,+,182,Moderado (100-200 pb),False
HRS04_RS11020,dgcP,2255409,+,HRS04_RS11025,yoaK,2255441,+,32,Muy cercano (< 50 pb),True
HRS04_RS11025,yoaK,2255540,+,HRS04_RS11030,yoaJ,2255542,+,2,Muy cercano (< 50 pb),True
HRS04_RS11030,yoaJ,2255617,+,HRS04_RS11035,yeaQ,2255675,-,58,Cercano (50-100 pb),False
HRS04_RS11035,yeaQ,2255924,-,HRS04_RS11040,,2256150,-,226,Normal (200-500 pb),True
HRS04_RS11040,,2257359,-,HRS04_RS11045,tnpA,2257366,+,7,Muy cercano (< 50 pb),False
HRS04_RS11045,tnpA,2257792,+,HRS04_RS11050,,2257813,-,21,Muy cercano (< 50 pb),False
HRS04_RS11050,,2258002,-,HRS04_RS11055,yeaR,2258005,-,3,Muy cercano (< 50 pb),True
HRS04_RS11055,yeaR,2258365,-,HRS04_RS11060,leuE,2258537,-,172,Moderado (100-200 pb),True
HRS04_RS11060,leuE,2259176,-,HRS04_RS11065,dmlR,2259302,-,126,Moderado (100-200 pb),True
HRS04_RS11065,dmlR,2260226,-,HRS04_RS11070,dmlA,2260328,+,102,Moderado (100-200 pb),False
HRS04_RS11070,dmlA,2261414,+,HRS04_RS11075,yeaV,2261664,+,250,Normal (200-500 pb),True
HRS04_RS11075,yeaV,2263275,+,HRS04_RS11080,yeaW,2263306,+,31,Muy cercano (< 50 pb),True
HRS04_RS11080,yeaW,2264431,+,HRS04_RS11085,yeaX,2264486,+,55,Cercano (50-100 pb),True
HRS04_RS11085,yeaX,2265452,+,HRS04_RS11090,rnd,2265505,-,53,Cercano (50-100 pb),False
HRS04_RS11090,rnd,2266621,-,HRS04_RS11095,fadD,2266702,-,81,Cercano (50-100 pb),True
HRS04_RS11095,fadD,2268388,-,HRS04_RS11100,yeaY,2268592,-,204,Normal (200-500 pb),True
HRS04_RS11100,yeaY,2269174,-,HRS04_RS11105,tsaB,2269213,-,39,Muy cercano (< 50 pb),True
HRS04_RS11105,tsaB,2269909,-,HRS04_RS11110,yoaA,2269966,-,57,Cercano (50-100 pb),True
HRS04_RS11110,yoaA,2271877,-,HRS04_RS11115,yoaB,2272008,+,131,Moderado (100-200 pb),False
HRS04_RS11115,yoaB,2272353,+,HRS04_RS11120,yoaC,2272769,+,416,Normal (200-500 pb),True
HRS04_RS11120,yoaC,2273069,+,HRS04_RS11125,yoaH,2273188,-,119,Moderado (100-200 pb),False
HRS04_RS11125,yoaH,2273368,-,HRS04_RS11130,pabB,2273441,+,73,Cercano (50-100 pb),False
HRS04_RS11130,pabB,2274803,+,HRS04_RS11135,nudL,2274806,+,3,Muy cercano (< 50 pb),True
HRS04_RS11135,nudL,2275385,+,HRS04_RS11140,sdaA,2275568,+,183,Moderado (100-200 pb),True
HRS04_RS11140,sdaA,2276933,+,HRS04_RS11145,pdeD,2277063,+,130,Moderado (100-200 pb),True
HRS04_RS11145,pdeD,2278662,+,HRS04_RS11150,yoaE,2278665,-,3,Muy cercano (< 50 pb),False
HRS04_RS11150,yoaE,2280222,-,HRS04_RS11155,yoaL,2280209,-,-13,Solapado,True
HRS04_RS11155,yoaL,2280368,-,HRS04_RS11160,manX,2280684,+,316,Normal (200-500 pb),False
HRS04_RS11160,manX,2281656,+,HRS04_RS11165,manY,2281718,+,62,Cercano (50-100 pb),True
HRS04_RS11165,manY,2282519,+,HRS04_RS11170,manZ,2282531,+,12,Muy cercano (< 50 pb),True
HRS04_RS11170,manZ,2283383,+,HRS04_RS11175,yobD,2283437,+,54,Cercano (50-100 pb),True
HRS04_RS11175,yobD,2283896,+,HRS04_RS11180,mntP,2284324,+,428,Normal (200-500 pb),True
HRS04_RS11180,mntP,2284891,+,HRS04_RS11185,rlmA,2284887,-,-4,Solapado,False
HRS04_RS11185,rlmA,2285697,-,HRS04_RS11190,cspE,2285862,-,165,Moderado (100-200 pb),True
HRS04_RS11190,cspE,2286072,-,HRS04_RS11195,yobF,2286084,-,12,Muy cercano (< 50 pb),True
HRS04_RS11195,yobF,2286228,-,HRS04_RS11200,yebO,2286897,-,669,Grande (> 500 pb),True
HRS04_RS11200,yebO,2287185,-,HRS04_RS11205,mgrB,2287259,-,74,Cercano (50-100 pb),True
HRS04_RS11205,mgrB,2287403,-,HRS04_RS11210,yobH,2287561,+,158,Moderado (100-200 pb),False
HRS04_RS11210,yobH,2287801,+,HRS04_RS11215,kdgR,2287943,-,142,Moderado (100-200 pb),False
HRS04_RS11215,kdgR,2288735,-,HRS04_RS11220,yebQ,2288911,+,176,Moderado (100-200 pb),False
HRS04_RS11220,yebQ,2290285,+,HRS04_RS11225,htpX,2290330,-,45,Muy cercano (< 50 pb),False
HRS04_RS11225,htpX,2291212,-,HRS04_RS11230,prc,2291403,-,191,Moderado (100-200 pb),True
HRS04_RS11230,prc,2293452,-,HRS04_RS11235,proQ,2293471,-,19,Muy cercano (< 50 pb),True
HRS04_RS11235,proQ,2294170,-,HRS04_RS11240,msrC,2294266,-,96,Cercano (50-100 pb),True
