gen1_locus,gen1_nombre,gen1_fin,gen1_hebra,gen2_locus,gen2_nombre,gen2_inicio,gen2_hebra,distancia_pb,tipo,misma_hebra
ACBD56_RS16155,,519275,-,ACBD56_RS16160,nfsB,519278,-,3,Muy cercano (< 50 pb),True
ACBD56_RS16160,nfsB,519932,-,ACBD56_RS16165,,520173,-,241,Normal (200-500 pb),True
ACBD56_RS16165,,523332,-,ACBD56_RS16170,,523333,-,1,Muy cercano (< 50 pb),True
ACBD56_RS16170,,524338,-,ACBD56_RS16175,,524447,-,109,Moderado (100-200 pb),True
ACBD56_RS16175,,524906,-,ACBD56_RS16180,,524916,-,10,Muy cercano (< 50 pb),True
ACBD56_RS16180,,525297,-,ACBD56_RS16185,,525352,-,55,Cercano (50-100 pb),True
ACBD56_RS16185,,525670,-,ACBD56_RS16190,,525824,+,154,Moderado (100-200 pb),False
ACBD56_RS16190,,526010,+,ACBD56_RS16195,,526075,+,65,Cercano (50-100 pb),True
ACBD56_RS16195,,527779,+,ACBD56_RS16200,,527871,-,92,Cercano (50-100 pb),False
ACBD56_RS16200,,528252,-,ACBD56_RS16205,,528366,-,114,Moderado (100-200 pb),True
ACBD56_RS16205,,530109,-,ACBD56_RS16210,,530108,-,-1,Solapado,True
ACBD56_RS16210,,530555,-,ACBD56_RS16215,,530565,-,10,Muy cercano (< 50 pb),True
ACBD56_RS16215,,531312,-,ACBD56_RS16220,,531311,-,-1,Solapado,True
ACBD56_RS16220,,531854,-,ACBD56_RS16225,,531942,-,88,Cercano (50-100 pb),True
ACBD56_RS16225,,533079,-,ACBD56_RS16230,,533075,-,-4,Solapado,True
ACBD56_RS16230,,533657,-,ACBD56_RS16235,,533928,+,271,Normal (200-500 pb),False
ACBD56_RS16235,,534366,+,ACBD56_RS16240,,534533,-,167,Moderado (100-200 pb),False
ACBD56_RS16240,,535973,-,ACBD56_RS16245,,536273,+,300,Normal (200-500 pb),False
ACBD56_RS16245,,537266,+,ACBD56_RS16250,,537341,+,75,Cercano (50-100 pb),True
ACBD56_RS16250,,538988,+,ACBD56_RS16255,,539109,-,121,Moderado (100-200 pb),False
ACBD56_RS16255,,540030,-,ACBD56_RS16260,glpD,540427,+,397,Normal (200-500 pb),False
ACBD56_RS16260,glpD,541966,+,ACBD56_RS16265,,542067,-,101,Moderado (100-200 pb),False
ACBD56_RS16265,,543630,-,ACBD56_RS16270,,543863,-,233,Normal (200-500 pb),True
ACBD56_RS16270,,544478,-,ACBD56_RS16275,,544699,+,221,Normal (200-500 pb),False
ACBD56_RS16275,,545173,+,ACBD56_RS16280,tnpA,545253,-,80,Cercano (50-100 pb),False
ACBD56_RS16280,tnpA,545691,-,ACBD56_RS16285,,545877,-,186,Moderado (100-200 pb),True
ACBD56_RS16285,,546438,-,ACBD56_RS16290,,546662,+,224,Normal (200-500 pb),False
ACBD56_RS16290,,548426,+,ACBD56_RS16295,dcuC,548817,+,391,Normal (200-500 pb),True
ACBD56_RS16295,dcuC,550185,+,ACBD56_RS16300,,550282,-,97,Cercano (50-100 pb),False
ACBD56_RS16300,,551653,-,ACBD56_RS16305,,551663,-,10,Muy cercano (< 50 pb),True
ACBD56_RS16305,,553205,-,ACBD56_RS16310,,553543,+,338,Normal (200-500 pb),False
ACBD56_RS16310,,554839,+,ACBD56_RS16315,,554935,+,96,Cercano (50-100 pb),True
ACBD56_RS16315,,555952,+,ACBD56_RS16320,,556212,+,260,Normal (200-500 pb),True
ACBD56_RS16320,,557223,+,ACBD56_RS16325,,557272,-,49,Muy cercano (< 50 pb),False
ACBD56_RS16325,,557899,-,ACBD56_RS16330,narQ,557888,-,-11,Solapado,True
ACBD56_RS16330,narQ,559577,-,ACBD56_RS16335,napF,559809,+,232,Normal (200-500 pb),False
ACBD56_RS16335,napF,560304,+,ACBD56_RS16340,,560330,+,26,Muy cercano (< 50 pb),True
ACBD56_RS16340,,560651,+,ACBD56_RS16345,napA,560647,+,-4,Solapado,True
ACBD56_RS16345,napA,563137,+,ACBD56_RS16350,,563203,+,66,Cercano (50-100 pb),True
ACBD56_RS16350,,563659,+,ACBD56_RS16355,,563676,+,17,Muy cercano (< 50 pb),True
ACBD56_RS16355,,564252,+,ACBD56_RS16360,,564263,+,11,Muy cercano (< 50 pb),True
ACBD56_RS16360,,564392,+,ACBD56_RS16365,,564490,-,98,Cercano (50-100 pb),False
ACBD56_RS16365,,565768,-,ACBD56_RS16370,,566076,+,308,Normal (200-500 pb),False
ACBD56_RS16370,,566703,+,ACBD56_RS16375,uhpB,566705,+,2,Muy cercano (< 50 pb),True
ACBD56_RS16375,uhpB,568289,+,ACBD56_RS16380,uhpC,568356,+,67,Cercano (50-100 pb),True
ACBD56_RS16380,uhpC,569667,+,ACBD56_RS16385,,569779,+,112,Moderado (100-200 pb),True
ACBD56_RS16385,,570814,+,ACBD56_RS16390,,570924,+,110,Moderado (100-200 pb),True
ACBD56_RS16390,,573021,+,ACBD56_RS16395,fbpC,573032,+,11,Muy cercano (< 50 pb),True
ACBD56_RS16395,fbpC,574088,+,ACBD56_RS16400,,574173,-,85,Cercano (50-100 pb),False
ACBD56_RS16400,,575949,-,ACBD56_RS16405,,576006,-,57,Cercano (50-100 pb),True
ACBD56_RS16405,,576354,-,ACBD56_RS16410,,576383,-,29,Muy cercano (< 50 pb),True
ACBD56_RS16410,,577589,-,ACBD56_RS16415,,577601,-,12,Muy cercano (< 50 pb),True
ACBD56_RS16415,,578342,-,ACBD56_RS16420,secF,579012,-,670,Grande (> 500 pb),True
ACBD56_RS16420,secF,579915,-,ACBD56_RS16425,secD,579918,-,3,Muy cercano (< 50 pb),True
ACBD56_RS16425,secD,581757,-,ACBD56_RS16430,,581828,-,71,Cercano (50-100 pb),True
ACBD56_RS16430,,582287,-,ACBD56_RS16435,,582363,-,76,Cercano (50-100 pb),True
ACBD56_RS16435,,583020,-,ACBD56_RS16440,,583438,+,418,Normal (200-500 pb),False
ACBD56_RS16440,,585322,+,ACBD56_RS16445,glgC,585623,+,301,Normal (200-500 pb),True
ACBD56_RS16445,glgC,586847,+,ACBD56_RS16450,,587113,-,266,Normal (200-500 pb),False
ACBD56_RS16450,,590269,-,ACBD56_RS16455,,590940,+,671,Grande (> 500 pb),False
ACBD56_RS16455,,592089,+,ACBD56_RS16460,,592227,+,138,Moderado (100-200 pb),True
ACBD56_RS16460,,592845,+,ACBD56_RS16465,,592841,-,-4,Solapado,False
ACBD56_RS16465,,594104,-,ACBD56_RS16470,,594078,-,-26,Solapado,True
ACBD56_RS16470,,596448,-,ACBD56_RS16475,,596444,-,-4,Solapado,True
ACBD56_RS16475,,597737,-,ACBD56_RS16480,,598013,+,276,Normal (200-500 pb),False
ACBD56_RS16480,,599393,+,ACBD56_RS16485,pyk,599473,+,80,Cercano (50-100 pb),True
ACBD56_RS16485,pyk,600934,+,ACBD56_RS16490,torS,601053,-,119,Moderado (100-200 pb),False
ACBD56_RS16490,torS,604008,-,ACBD56_RS16495,torT,604095,+,87,Cercano (50-100 pb),False
ACBD56_RS16495,torT,605088,+,ACBD56_RS16500,,605142,+,54,Cercano (50-100 pb),True
ACBD56_RS16500,,605598,+,ACBD56_RS16505,pncA,605667,-,69,Cercano (50-100 pb),False
ACBD56_RS16505,pncA,606288,-,ACBD56_RS16510,,606592,+,304,Normal (200-500 pb),False
ACBD56_RS16510,,606949,+,ACBD56_RS16515,,607133,+,184,Moderado (100-200 pb),True
ACBD56_RS16515,,607418,+,ACBD56_RS16520,,607410,+,-8,Solapado,True
ACBD56_RS16520,,607947,+,ACBD56_RS16525,helD,608002,-,55,Cercano (50-100 pb),False
ACBD56_RS16525,helD,610066,-,ACBD56_RS16530,yccS,610264,+,198,Moderado (100-200 pb),False
ACBD56_RS16530,yccS,612430,+,ACBD56_RS16535,,612439,-,9,Muy cercano (< 50 pb),False
ACBD56_RS16535,,613387,-,ACBD56_RS16540,,613383,-,-4,Solapado,True
ACBD56_RS16540,,613929,-,ACBD56_RS16545,,614236,+,307,Normal (200-500 pb),False
ACBD56_RS16545,,614398,+,ACBD56_RS16550,,614454,+,56,Cercano (50-100 pb),True
ACBD56_RS16550,,614745,+,ACBD56_RS16555,,614831,+,86,Cercano (50-100 pb),True
ACBD56_RS16555,,616085,+,ACBD56_RS16560,modC,616195,-,110,Moderado (100-200 pb),False
ACBD56_RS16560,modC,617296,-,ACBD56_RS16565,modB,617309,-,13,Muy cercano (< 50 pb),True
ACBD56_RS16565,modB,618005,-,ACBD56_RS16570,modA,618008,-,3,Muy cercano (< 50 pb),True
ACBD56_RS16570,modA,618767,-,ACBD56_RS16575,,618778,-,11,Muy cercano (< 50 pb),True
ACBD56_RS16575,,620233,-,ACBD56_RS16580,,620611,-,378,Normal (200-500 pb),True
ACBD56_RS16580,,621499,-,ACBD56_RS16585,,621495,-,-4,Solapado,True
ACBD56_RS16585,,623088,-,ACBD56_RS16590,,623691,-,603,Grande (> 500 pb),True
ACBD56_RS16590,,623949,-,ACBD56_RS16595,,624199,+,250,Normal (200-500 pb),False
ACBD56_RS16595,,624598,+,ACBD56_RS16600,,624952,+,354,Normal (200-500 pb),True
ACBD56_RS16600,,625471,+,ACBD56_RS16605,,625714,+,243,Normal (200-500 pb),True
ACBD56_RS16605,,626380,+,ACBD56_RS16610,luxQ,626371,-,-9,Solapado,False
ACBD56_RS16610,luxQ,628945,-,ACBD56_RS16615,,628962,-,17,Muy cercano (< 50 pb),True
ACBD56_RS16615,,630057,-,ACBD56_RS16620,,630268,-,211,Normal (200-500 pb),True
ACBD56_RS16620,,631429,-,ACBD56_RS16625,,631530,-,101,Moderado (100-200 pb),True
ACBD56_RS16625,,631836,-,ACBD56_RS16630,,631842,-,6,Muy cercano (< 50 pb),True
ACBD56_RS16630,,632502,-,ACBD56_RS16635,,632543,-,41,Muy cercano (< 50 pb),True
ACBD56_RS16635,,632741,-,ACBD56_RS16640,,632928,+,187,Moderado (100-200 pb),False
ACBD56_RS16640,,633249,+,ACBD56_RS16645,,633661,+,412,Normal (200-500 pb),True
ACBD56_RS16645,,633913,+,ACBD56_RS16650,glpK,633993,-,80,Cercano (50-100 pb),False
ACBD56_RS16650,glpK,635511,-,ACBD56_RS16655,,635640,-,129,Moderado (100-200 pb),True
ACBD56_RS16655,,636495,-,ACBD56_RS16660,glpA,637149,+,654,Grande (> 500 pb),False
ACBD56_RS16660,glpA,638793,+,ACBD56_RS16665,glpB,638789,+,-4,Solapado,True
ACBD56_RS16665,glpB,640100,+,ACBD56_RS16670,glpC,640096,+,-4,Solapado,True
ACBD56_RS16670,glpC,641338,+,ACBD56_RS16675,,641468,-,130,Moderado (100-200 pb),False
ACBD56_RS16675,,642557,-,ACBD56_RS16680,trxC,642725,+,168,Moderado (100-200 pb),False
ACBD56_RS16680,trxC,643160,+,ACBD56_RS16685,,643348,+,188,Moderado (100-200 pb),True
ACBD56_RS16685,,644503,+,ACBD56_RS16690,,644629,+,126,Moderado (100-200 pb),True
ACBD56_RS16690,,645418,+,ACBD56_RS16705,,645852,-,434,Normal (200-500 pb),False
ACBD56_RS16705,,646353,-,ACBD56_RS16710,,646527,+,174,Moderado (100-200 pb),False
ACBD56_RS16710,,647433,+,ACBD56_RS16715,artM,647485,-,52,Cercano (50-100 pb),False
ACBD56_RS16715,artM,648154,-,ACBD56_RS16720,artQ,648150,-,-4,Solapado,True
ACBD56_RS16720,artQ,648840,-,ACBD56_RS16725,,648841,-,1,Muy cercano (< 50 pb),True
ACBD56_RS16725,,649573,-,ACBD56_RS16730,artP,649646,-,73,Cercano (50-100 pb),True
ACBD56_RS16730,artP,650375,-,ACBD56_RS16740,viaA,650966,-,591,Grande (> 500 pb),True
ACBD56_RS16740,viaA,652412,-,ACBD56_RS16745,,652420,-,8,Muy cercano (< 50 pb),True
ACBD56_RS16745,,654079,-,ACBD56_RS16750,,654430,+,351,Normal (200-500 pb),False
ACBD56_RS16750,,654946,+,ACBD56_RS16755,ltaE,654954,+,8,Muy cercano (< 50 pb),True
ACBD56_RS16755,ltaE,655962,+,ACBD56_RS16760,,656090,+,128,Moderado (100-200 pb),True
ACBD56_RS16760,,656399,+,ACBD56_RS16765,,656502,+,103,Moderado (100-200 pb),True
ACBD56_RS16765,,657237,+,ACBD56_RS16770,,657336,-,99,Cercano (50-100 pb),False
ACBD56_RS16770,,658605,-,ACBD56_RS16775,,658641,-,36,Muy cercano (< 50 pb),True
ACBD56_RS16775,,659223,-,ACBD56_RS16780,,659742,+,519,Grande (> 500 pb),False
ACBD56_RS16780,,660945,+,ACBD56_RS16785,,661173,+,228,Normal (200-500 pb),True
ACBD56_RS16785,,662595,+,ACBD56_RS16790,galE,662685,-,90,Cercano (50-100 pb),False
ACBD56_RS16790,galE,663702,-,ACBD56_RS16795,,664021,+,319,Normal (200-500 pb),False
ACBD56_RS16795,,664762,+,ACBD56_RS16800,,664765,+,3,Muy cercano (< 50 pb),True
ACBD56_RS16800,,665476,+,ACBD56_RS16805,,665578,+,102,Moderado (100-200 pb),True
ACBD56_RS16805,,666508,+,ACBD56_RS16810,,666544,-,36,Muy cercano (< 50 pb),False
ACBD56_RS16810,,667978,-,ACBD56_RS16815,,668086,-,108,Moderado (100-200 pb),True
ACBD56_RS16815,,669253,-,ACBD56_RS16820,,669641,-,388,Normal (200-500 pb),True
ACBD56_RS16820,,672089,-,ACBD56_RS16825,,672085,-,-4,Solapado,True
ACBD56_RS16825,,672763,-,ACBD56_RS16830,tesA,672761,+,-2,Solapado,False
ACBD56_RS16830,tesA,673361,+,ACBD56_RS16835,fabV,673450,+,89,Cercano (50-100 pb),True
ACBD56_RS16835,fabV,674659,+,ACBD56_RS16840,,674827,+,168,Moderado (100-200 pb),True
ACBD56_RS16840,,676711,+,ACBD56_RS16845,,676836,+,125,Moderado (100-200 pb),True
ACBD56_RS16845,,678486,+,ACBD56_RS16850,,678635,-,149,Moderado (100-200 pb),False
ACBD56_RS16850,,679265,-,ACBD56_RS16855,,679500,+,235,Normal (200-500 pb),False
ACBD56_RS16855,,680088,+,ACBD56_RS16860,,680351,+,263,Normal (200-500 pb),True
ACBD56_RS16860,,680573,+,ACBD56_RS16865,,680768,-,195,Moderado (100-200 pb),False
ACBD56_RS16865,,681449,-,ACBD56_RS16870,,681587,-,138,Moderado (100-200 pb),True
ACBD56_RS16870,,682094,-,ACBD56_RS16875,,682415,+,321,Normal (200-500 pb),False
ACBD56_RS16875,,682898,+,ACBD56_RS16880,,683015,+,117,Moderado (100-200 pb),True
ACBD56_RS16880,,684320,+,ACBD56_RS16885,vesA,684532,-,212,Normal (200-500 pb),False
ACBD56_RS16885,vesA,685540,-,ACBD56_RS16890,,685683,-,143,Moderado (100-200 pb),True
ACBD56_RS16890,,687615,-,ACBD56_RS16895,rnb,687988,+,373,Normal (200-500 pb),False
ACBD56_RS16895,rnb,690028,+,ACBD56_RS16900,,690122,-,94,Cercano (50-100 pb),False
ACBD56_RS16900,,690476,-,ACBD56_RS16905,,690683,+,207,Normal (200-500 pb),False
ACBD56_RS16905,,691520,+,ACBD56_RS16910,,691665,-,145,Moderado (100-200 pb),False
ACBD56_RS16910,,692337,-,ACBD56_RS16915,,692631,-,294,Normal (200-500 pb),True
ACBD56_RS16915,,694182,-,ACBD56_RS16920,gbpA,694675,+,493,Normal (200-500 pb),False
ACBD56_RS16920,gbpA,696133,+,ACBD56_RS16925,,696463,+,330,Normal (200-500 pb),True
ACBD56_RS16925,,697891,+,ACBD56_RS16930,,697925,+,34,Muy cercano (< 50 pb),True
ACBD56_RS16930,,699431,+,ACBD56_RS16935,speB,699618,-,187,Moderado (100-200 pb),False
ACBD56_RS16935,speB,700548,-,ACBD56_RS16940,speA,700548,-,0,Adyacente,True
ACBD56_RS16940,speA,702459,-,ACBD56_RS16945,,702905,+,446,Normal (200-500 pb),False
ACBD56_RS16945,,703466,+,ACBD56_RS16950,,703468,+,2,Muy cercano (< 50 pb),True
ACBD56_RS16950,,704815,+,ACBD56_RS16955,,705016,+,201,Normal (200-500 pb),True
ACBD56_RS16955,,705307,+,ACBD56_RS16960,groL,705335,+,28,Muy cercano (< 50 pb),True
ACBD56_RS16960,groL,706928,+,ACBD56_RS16965,,706960,+,32,Muy cercano (< 50 pb),True
ACBD56_RS16965,,707167,+,ACBD56_RS16970,,707247,-,80,Cercano (50-100 pb),False
ACBD56_RS16970,,708669,-,ACBD56_RS16975,,708668,-,-1,Solapado,True
ACBD56_RS16975,,709085,-,ACBD56_RS16980,ectB,709120,-,35,Muy cercano (< 50 pb),True
ACBD56_RS16980,ectB,710386,-,ACBD56_RS16985,ectA,710409,-,23,Muy cercano (< 50 pb),True
ACBD56_RS16985,ectA,710952,-,ACBD56_RS16990,,711631,-,679,Grande (> 500 pb),True
ACBD56_RS16990,,711961,-,ACBD56_RS16995,phhA,711950,-,-11,Solapado,True
ACBD56_RS16995,phhA,712745,-,ACBD56_RS17000,,712978,+,233,Normal (200-500 pb),False
ACBD56_RS17000,,714958,+,ACBD56_RS17005,,715088,+,130,Moderado (100-200 pb),True
ACBD56_RS17005,,716006,+,ACBD56_RS17010,,716007,+,1,Muy cercano (< 50 pb),True
ACBD56_RS17010,,716202,+,ACBD56_RS17015,,716504,-,302,Normal (200-500 pb),False
ACBD56_RS17015,,717083,-,ACBD56_RS17020,,717278,+,195,Moderado (100-200 pb),False
ACBD56_RS17020,,718157,+,ACBD56_RS17025,,718350,+,193,Moderado (100-200 pb),True
ACBD56_RS17025,,719247,+,ACBD56_RS17030,yddG,719278,-,31,Muy cercano (< 50 pb),False
ACBD56_RS17030,yddG,720226,-,ACBD56_RS17035,,720302,-,76,Cercano (50-100 pb),True
ACBD56_RS17035,,720875,-,ACBD56_RS17040,paeA,721018,-,143,Moderado (100-200 pb),True
ACBD56_RS17040,paeA,722332,-,ACBD56_RS17045,,722486,-,154,Moderado (100-200 pb),True
ACBD56_RS17045,,722891,-,ACBD56_RS17050,,723783,+,892,Grande (> 500 pb),False
ACBD56_RS17050,,724269,+,ACBD56_RS17055,,725017,+,748,Grande (> 500 pb),True
ACBD56_RS17055,,726454,+,ACBD56_RS17060,,726754,+,300,Normal (200-500 pb),True
ACBD56_RS17060,,726979,+,ACBD56_RS17065,,727027,-,48,Muy cercano (< 50 pb),False
ACBD56_RS17065,,727642,-,ACBD56_RS17070,yjeH,727827,+,185,Moderado (100-200 pb),False
ACBD56_RS17070,yjeH,729072,+,ACBD56_RS17075,,729114,-,42,Muy cercano (< 50 pb),False
ACBD56_RS17075,,730095,-,ACBD56_RS17080,,730225,-,130,Moderado (100-200 pb),True
ACBD56_RS17080,,740011,-,ACBD56_RS17085,,740311,-,300,Normal (200-500 pb),True
ACBD56_RS17085,,741097,-,ACBD56_RS17090,,741256,-,159,Moderado (100-200 pb),True
ACBD56_RS17090,,742336,-,ACBD56_RS17095,,742336,-,0,Adyacente,True
ACBD56_RS17095,,743581,-,ACBD56_RS17100,,743585,-,4,Muy cercano (< 50 pb),True
ACBD56_RS17100,,744329,-,ACBD56_RS17105,,744321,-,-8,Solapado,True
ACBD56_RS17105,,745581,-,ACBD56_RS17110,,745568,-,-13,Solapado,True
ACBD56_RS17110,,746252,-,ACBD56_RS17115,,746260,-,8,Muy cercano (< 50 pb),True
ACBD56_RS17115,,746932,-,ACBD56_RS17120,,746958,+,26,Muy cercano (< 50 pb),False
ACBD56_RS17120,,747093,+,ACBD56_RS17125,,747242,-,149,Moderado (100-200 pb),False
ACBD56_RS17125,,748166,-,ACBD56_RS17130,,748457,+,291,Normal (200-500 pb),False
ACBD56_RS17130,,750527,+,ACBD56_RS17135,,750516,+,-11,Solapado,True
ACBD56_RS17135,,750702,+,ACBD56_RS17140,,751061,+,359,Normal (200-500 pb),True
ACBD56_RS17140,,752300,+,ACBD56_RS17145,,752315,+,15,Muy cercano (< 50 pb),True
ACBD56_RS17145,,754709,+,ACBD56_RS17150,,755187,+,478,Normal (200-500 pb),True
ACBD56_RS17150,,756468,+,ACBD56_RS17155,hapA,756548,-,80,Cercano (50-100 pb),False
ACBD56_RS17155,hapA,758378,-,ACBD56_RS17160,,758393,+,15,Muy cercano (< 50 pb),False
ACBD56_RS17160,,758603,+,ACBD56_RS17165,ompW,758798,-,195,Moderado (100-200 pb),False
ACBD56_RS17165,ompW,759452,-,ACBD56_RS17170,,759692,+,240,Normal (200-500 pb),False
ACBD56_RS17170,,759929,+,ACBD56_RS17175,pbpG,760405,+,476,Normal (200-500 pb),True
ACBD56_RS17175,pbpG,761356,+,ACBD56_RS17180,,761593,+,237,Normal (200-500 pb),True
ACBD56_RS17180,,763012,+,ACBD56_RS17185,,763152,+,140,Moderado (100-200 pb),True
ACBD56_RS17185,,764733,+,ACBD56_RS17190,cydB,764745,+,12,Muy cercano (< 50 pb),True
ACBD56_RS17190,cydB,765882,+,ACBD56_RS17195,cydX,765892,+,10,Muy cercano (< 50 pb),True
ACBD56_RS17195,cydX,765994,+,ACBD56_RS17200,,766703,+,709,Grande (> 500 pb),True
ACBD56_RS17200,,766907,+,ACBD56_RS17205,,767123,-,216,Normal (200-500 pb),False
ACBD56_RS17205,,768446,-,ACBD56_RS17210,dsdC,768656,+,210,Normal (200-500 pb),False
ACBD56_RS17210,dsdC,769601,+,ACBD56_RS17215,,769900,+,299,Normal (200-500 pb),True
ACBD56_RS17215,,770977,+,ACBD56_RS17220,,771494,+,517,Grande (> 500 pb),True
ACBD56_RS17220,,773360,+,ACBD56_RS17225,tdh,773571,-,211,Normal (200-500 pb),False
ACBD56_RS17225,tdh,774603,-,ACBD56_RS17230,,774605,-,2,Muy cercano (< 50 pb),True
ACBD56_RS17230,,775799,-,ACBD56_RS17235,hchA,776117,+,318,Normal (200-500 pb),False
ACBD56_RS17235,hchA,776978,+,ACBD56_RS17240,,776997,+,19,Muy cercano (< 50 pb),True
ACBD56_RS17240,,777717,+,ACBD56_RS17245,,777816,+,99,Cercano (50-100 pb),True
ACBD56_RS17245,,778755,+,ACBD56_RS17250,gloA2,778748,+,-7,Solapado,True
ACBD56_RS17250,gloA2,779132,+,ACBD56_RS17255,,779182,-,50,Cercano (50-100 pb),False
ACBD56_RS17255,,780595,-,ACBD56_RS17260,,780706,-,111,Moderado (100-200 pb),True
ACBD56_RS17260,,781054,-,ACBD56_RS17265,,781210,-,156,Moderado (100-200 pb),True
ACBD56_RS17265,,781594,-,ACBD56_RS17270,,781670,-,76,Cercano (50-100 pb),True
ACBD56_RS17270,,782417,-,ACBD56_RS17275,,782641,+,224,Normal (200-500 pb),False
ACBD56_RS17275,,785530,+,ACBD56_RS17280,zwf,785876,+,346,Normal (200-500 pb),True
ACBD56_RS17280,zwf,787379,+,ACBD56_RS17285,pgl,787375,+,-4,Solapado,True
ACBD56_RS17285,pgl,788092,+,ACBD56_RS17290,gnd,788105,+,13,Muy cercano (< 50 pb),True
ACBD56_RS17290,gnd,789554,+,ACBD56_RS17295,,789709,+,155,Moderado (100-200 pb),True
ACBD56_RS17295,,789847,+,ACBD56_RS17300,,790165,+,318,Normal (200-500 pb),True
ACBD56_RS17300,,791029,+,ACBD56_RS17305,,791085,+,56,Cercano (50-100 pb),True
ACBD56_RS17305,,791652,+,ACBD56_RS17310,,791684,-,32,Muy cercano (< 50 pb),False
ACBD56_RS17310,,792521,-,ACBD56_RS17315,,792656,-,135,Moderado (100-200 pb),True
ACBD56_RS17315,,793790,-,ACBD56_RS17320,,793808,-,18,Muy cercano (< 50 pb),True
ACBD56_RS17320,,795161,-,ACBD56_RS17325,,795319,-,158,Moderado (100-200 pb),True
ACBD56_RS17325,,796459,-,ACBD56_RS17330,,796598,-,139,Moderado (100-200 pb),True
ACBD56_RS17330,,798335,-,ACBD56_RS17335,hutZ,798636,-,301,Normal (200-500 pb),True
ACBD56_RS17335,hutZ,799167,-,ACBD56_RS17340,hutX,799191,-,24,Muy cercano (< 50 pb),True
ACBD56_RS17340,hutX,799695,-,ACBD56_RS17345,hutW,799718,-,23,Muy cercano (< 50 pb),True
ACBD56_RS17345,hutW,801080,-,ACBD56_RS17350,,801357,+,277,Normal (200-500 pb),False
ACBD56_RS17350,,802092,+,ACBD56_RS17355,,802091,+,-1,Solapado,True
ACBD56_RS17355,,802778,+,ACBD56_RS17360,,802774,+,-4,Solapado,True
ACBD56_RS17360,,803191,+,ACBD56_RS17365,,803201,+,10,Muy cercano (< 50 pb),True
ACBD56_RS17365,,804035,+,ACBD56_RS17370,,804046,+,11,Muy cercano (< 50 pb),True
ACBD56_RS17370,,805078,+,ACBD56_RS17375,,805077,+,-1,Solapado,True
ACBD56_RS17375,,805857,+,ACBD56_RS17380,,805990,-,133,Moderado (100-200 pb),False
ACBD56_RS17380,,806452,-,ACBD56_RS17385,,806974,+,522,Grande (> 500 pb),False
ACBD56_RS17385,,807277,+,ACBD56_RS17390,tnpA,807438,+,161,Moderado (100-200 pb),True
ACBD56_RS17390,tnpA,807876,+,ACBD56_RS17395,,808101,+,225,Normal (200-500 pb),True
ACBD56_RS17395,,808701,+,ACBD56_RS17400,,808759,-,58,Cercano (50-100 pb),False
ACBD56_RS17400,,809866,-,ACBD56_RS17405,,810043,+,177,Moderado (100-200 pb),False
ACBD56_RS17405,,810652,+,ACBD56_RS17410,mlp37,810798,+,146,Moderado (100-200 pb),True
ACBD56_RS17410,mlp37,812673,+,ACBD56_RS17415,,812735,-,62,Cercano (50-100 pb),False
ACBD56_RS17415,,814553,-,ACBD56_RS17420,pyrC,814793,+,240,Normal (200-500 pb),False
ACBD56_RS17420,pyrC,815822,+,ACBD56_RS17425,rlmC,815871,-,49,Muy cercano (< 50 pb),False
ACBD56_RS17425,rlmC,817005,-,ACBD56_RS17430,,817118,-,113,Moderado (100-200 pb),True
ACBD56_RS17430,,818054,-,ACBD56_RS17435,,818166,-,112,Moderado (100-200 pb),True
ACBD56_RS17435,,819549,-,ACBD56_RS17440,cspE,819897,+,348,Normal (200-500 pb),False
ACBD56_RS17440,cspE,820110,+,ACBD56_RS17445,,820763,+,653,Grande (> 500 pb),True
ACBD56_RS17445,,821036,+,ACBD56_RS17450,,821250,+,214,Normal (200-500 pb),True
ACBD56_RS17450,,822186,+,ACBD56_RS17455,,822174,-,-12,Solapado,False
ACBD56_RS17455,,822966,-,ACBD56_RS17460,,823065,+,99,Cercano (50-100 pb),False
ACBD56_RS17460,,823965,+,ACBD56_RS17465,,824083,+,118,Moderado (100-200 pb),True
ACBD56_RS17465,,825049,+,ACBD56_RS17470,,825200,+,151,Moderado (100-200 pb),True
ACBD56_RS17470,,825962,+,ACBD56_RS17475,,826125,+,163,Moderado (100-200 pb),True
ACBD56_RS17475,,826614,+,ACBD56_RS17480,,826724,+,110,Moderado (100-200 pb),True
ACBD56_RS17480,,826976,+,ACBD56_RS17485,malG,827298,-,322,Normal (200-500 pb),False
ACBD56_RS17485,malG,828189,-,ACBD56_RS17490,malF,828200,-,11,Muy cercano (< 50 pb),True
ACBD56_RS17490,malF,829775,-,ACBD56_RS17495,malE,829849,-,74,Cercano (50-100 pb),True
ACBD56_RS17495,malE,831031,-,ACBD56_RS17500,malK,831703,+,672,Grande (> 500 pb),False
ACBD56_RS17500,malK,832825,+,ACBD56_RS17505,speG,833047,+,222,Normal (200-500 pb),True
ACBD56_RS17505,speG,833569,+,ACBD56_RS17510,,833573,+,4,Muy cercano (< 50 pb),True
ACBD56_RS17510,,833819,+,ACBD56_RS17515,,833956,-,137,Moderado (100-200 pb),False
ACBD56_RS17515,,834565,-,ACBD56_RS17520,,834780,+,215,Normal (200-500 pb),False
ACBD56_RS17520,,835101,+,ACBD56_RS17525,vpsT,835274,-,173,Moderado (100-200 pb),False
ACBD56_RS17525,vpsT,835949,-,ACBD56_RS17530,ppiC,836591,-,642,Grande (> 500 pb),True
