gen1_locus,gen1_nombre,gen1_fin,gen1_hebra,gen2_locus,gen2_nombre,gen2_inicio,gen2_hebra,distancia_pb,tipo,misma_hebra
b2048,cpsG,2122979,-,b2049,cpsB,2123083,-,104,Moderado (100-200 pb),True
b2049,cpsB,2124520,-,b2050,wcaI,2124522,-,2,Muy cercano (< 50 pb),True
b2050,wcaI,2125746,-,b2051,gmm,2125742,-,-4,Solapado,True
b2051,gmm,2126222,-,b2052,fcl,2126224,-,2,Muy cercano (< 50 pb),True
b2052,fcl,2127190,-,b2053,gmd,2127192,-,2,Muy cercano (< 50 pb),True
b2053,gmd,2128314,-,b2054,wcaF,2128339,-,25,Muy cercano (< 50 pb),True
b2054,wcaF,2128888,-,b2055,wcaE,2128903,-,15,Muy cercano (< 50 pb),True
b2055,wcaE,2129650,-,b2056,wcaD,2129660,-,10,Muy cercano (< 50 pb),True
b2056,wcaD,2130878,-,b2057,wcaC,2130852,-,-26,Solapado,True
b2057,wcaC,2132070,-,b2058,wcaB,2132066,-,-4,Solapado,True
b2058,wcaB,2132555,-,b2059,wcaA,2132557,-,2,Muy cercano (< 50 pb),True
b2059,wcaA,2133397,-,b2060,wzc,2133489,-,92,Cercano (50-100 pb),True
b2060,wzc,2135652,-,b2061,wzb,2135654,-,2,Muy cercano (< 50 pb),True
b2061,wzb,2136098,-,b2062,wza,2136103,-,5,Muy cercano (< 50 pb),True
b2062,wza,2137243,-,b2063,yegH,2137901,+,658,Grande (> 500 pb),False
b2063,yegH,2139485,+,b2064,asmA,2139758,-,273,Normal (200-500 pb),False
b2064,asmA,2141612,-,b2065,dcd,2141633,-,21,Muy cercano (< 50 pb),True
b2065,dcd,2142215,-,b2066,udk,2142306,-,91,Cercano (50-100 pb),True
b2066,udk,2142948,-,b2067,dgcE,2143265,+,317,Normal (200-500 pb),False
b2067,dgcE,2146583,+,b2068,alkA,2146691,-,108,Moderado (100-200 pb),False
b2068,alkA,2147540,-,b2069,yegD,2147673,+,133,Moderado (100-200 pb),False
b2069,yegD,2149026,+,b2070,yegI,2149038,-,12,Muy cercano (< 50 pb),False
b2070,yegI,2150985,-,b2071,yegJ,2151184,+,199,Moderado (100-200 pb),False
b2071,yegJ,2151646,+,b2072,pphC,2151710,-,64,Cercano (50-100 pb),False
b2072,pphC,2152472,-,b2073,yegL,2152468,-,-4,Solapado,True
b2073,yegL,2153128,-,b4667,ibsA,2153348,-,220,Normal (200-500 pb),True
b4667,ibsA,2153408,-,b4668,ibsB,2153680,-,272,Normal (200-500 pb),True
b4668,ibsB,2153737,-,b2074,mdtA,2154015,+,278,Normal (200-500 pb),False
b2074,mdtA,2155263,+,b2075,mdtB,2155262,+,-1,Solapado,True
b2075,mdtB,2158385,+,b2076,mdtC,2158385,+,0,Adyacente,True
b2076,mdtC,2161463,+,b2077,mdtD,2161463,+,0,Adyacente,True
b2077,mdtD,2162879,+,b2078,baeS,2162875,+,-4,Solapado,True
b2078,baeS,2164279,+,b2079,baeR,2164275,+,-4,Solapado,True
b2079,baeR,2164998,+,b2080,yegP,2165188,+,190,Moderado (100-200 pb),True
b2080,yegP,2165521,+,b2081,trhP,2165667,+,146,Moderado (100-200 pb),True
b2081,trhP,2167029,+,b2082,ogrK,2167301,-,272,Normal (200-500 pb),False
b2082,ogrK,2167520,-,b2085,yegR,2167988,-,468,Normal (200-500 pb),True
b2085,yegR,2168306,-,b2086,yegS,2168711,+,405,Normal (200-500 pb),False
b2086,yegS,2169611,+,b4498,gatR,2169692,-,81,Cercano (50-100 pb),False
b4498,gatR,2171727,-,b2088,insE5,2170235,+,-1492,Solapado,False
b2088,insE5,2170535,+,b2089,insF5,2170531,+,-4,Solapado,True
b2089,insF5,2171398,+,b2091,gatD,2171832,-,434,Normal (200-500 pb),False
b2091,gatD,2172873,-,b2093,gatB,2174281,-,1408,Grande (> 500 pb),True
b2093,gatB,2174566,-,b2094,gatA,2174596,-,30,Muy cercano (< 50 pb),True
b2094,gatA,2175049,-,b2095,gatZ,2175058,-,9,Muy cercano (< 50 pb),True
b2095,gatZ,2176321,-,b2096,gatY,2176349,-,28,Muy cercano (< 50 pb),True
b2096,gatY,2177204,-,b2097,fbaB,2177511,-,307,Normal (200-500 pb),True
b2097,fbaB,2178564,-,b2098,yegT,2178820,+,256,Normal (200-500 pb),False
b2098,yegT,2180098,+,b2099,yegU,2180094,+,-4,Solapado,True
b2099,yegU,2181099,+,b2100,yegV,2181095,+,-4,Solapado,True
b2100,yegV,2182061,+,b2101,yegW,2182034,-,-27,Solapado,False
b2101,yegW,2182781,-,b2102,yegX,2182832,-,51,Cercano (50-100 pb),True
b2102,yegX,2183651,-,b2103,thiD,2183715,-,64,Cercano (50-100 pb),True
b2103,thiD,2184516,-,b2104,thiM,2184512,-,-4,Solapado,True
b2104,thiM,2185301,-,b2105,rcnR,2185523,-,222,Normal (200-500 pb),True
b2105,rcnR,2185796,-,b2106,rcnA,2185916,+,120,Moderado (100-200 pb),False
b2106,rcnA,2186741,+,b2107,rcnB,2186959,+,218,Normal (200-500 pb),True
b2107,rcnB,2187298,+,b2108,yehA,2187379,-,81,Cercano (50-100 pb),False
b2108,yehA,2188414,-,b2109,yehB,2188429,-,15,Muy cercano (< 50 pb),True
b2109,yehB,2190910,-,b2110,yehC,2190925,-,15,Muy cercano (< 50 pb),True
b2110,yehC,2191645,-,b2111,yehD,2191679,-,34,Muy cercano (< 50 pb),True
b2111,yehD,2192222,-,b2112,yehE,2192514,-,292,Normal (200-500 pb),True
b2112,yehE,2192796,-,b2113,mrp,2193058,-,262,Normal (200-500 pb),True
b2113,mrp,2194168,-,b2114,metG,2194299,+,131,Moderado (100-200 pb),False
b2114,metG,2196333,+,b2115,yehF,2196473,+,140,Moderado (100-200 pb),True
b2115,yehF,2197298,+,b2118,yehI,2200278,+,2980,Grande (> 500 pb),True
b2118,yehI,2203911,+,b4541,yehK,2203971,+,60,Cercano (50-100 pb),True
b4541,yehK,2204289,+,b2119,yehL,2204595,+,306,Normal (200-500 pb),True
b2119,yehL,2205684,+,b2120,yehM,2205694,+,10,Muy cercano (< 50 pb),True
b2120,yehM,2207974,+,b2121,yehP,2207966,+,-8,Solapado,True
b2121,yehP,2209103,+,b2122,yehQ,2209099,+,-4,Solapado,True
b2122,yehQ,2210944,+,b2123,yehR,2211224,+,280,Normal (200-500 pb),True
b2123,yehR,2211686,+,b2124,yehS,2211725,-,39,Muy cercano (< 50 pb),False
b2124,yehS,2212196,-,b2125,btsR,2212242,-,46,Muy cercano (< 50 pb),True
b2125,btsR,2212962,-,b2126,btsS,2212958,-,-4,Solapado,True
b2126,btsS,2214644,-,b2127,mlrA,2214865,+,221,Normal (200-500 pb),False
b2127,mlrA,2215597,+,b4542,yohO,2215656,+,59,Cercano (50-100 pb),True
b4542,yohO,2215764,+,b2128,yehW,2215744,-,-20,Solapado,False
b2128,yehW,2216476,-,b2129,yehX,2216480,-,4,Muy cercano (< 50 pb),True
b2129,yehX,2217407,-,b2130,yehY,2217399,-,-8,Solapado,True
b2130,yehY,2218557,-,b2131,osmF,2218563,-,6,Muy cercano (< 50 pb),True
b2131,osmF,2219481,-,b2132,bglX,2219691,-,210,Normal (200-500 pb),True
b2132,bglX,2221989,-,b2133,dld,2222184,+,195,Moderado (100-200 pb),False
b2133,dld,2223900,+,b2134,pbpG,2223937,-,37,Muy cercano (< 50 pb),False
b2134,pbpG,2224870,-,b2135,yohC,2225043,-,173,Moderado (100-200 pb),True
b2135,yohC,2225631,-,b2136,yohD,2225800,+,169,Moderado (100-200 pb),False
b2136,yohD,2226379,+,b2137,yohF,2226508,-,129,Moderado (100-200 pb),False
b2137,yohF,2227270,-,b4679,yohP,2228981,+,1711,Grande (> 500 pb),False
b4679,yohP,2229065,+,b2140,dusC,2229437,-,372,Normal (200-500 pb),False
b2140,dusC,2230385,-,b2141,yohJ,2230623,+,238,Normal (200-500 pb),False
b2141,yohJ,2231022,+,b2142,yohK,2231018,+,-4,Solapado,True
b2142,yohK,2231714,+,b2143,cdd,2231843,+,129,Moderado (100-200 pb),True
b2143,cdd,2232728,+,b2144,sanA,2232877,+,149,Moderado (100-200 pb),True
b2144,sanA,2233597,+,b2145,yeiS,2233599,+,2,Muy cercano (< 50 pb),True
b2145,yeiS,2233839,+,b2146,preT,2234032,+,193,Moderado (100-200 pb),True
b2146,preT,2235271,+,b2147,preA,2235264,+,-7,Solapado,True
b2147,preA,2236500,+,b2148,mglC,2236742,-,242,Normal (200-500 pb),False
b2148,mglC,2237753,-,b2149,mglA,2237768,-,15,Muy cercano (< 50 pb),True
b2149,mglA,2239289,-,b2150,mglB,2239349,-,60,Cercano (50-100 pb),True
b2150,mglB,2240348,-,b2151,galS,2240627,-,279,Normal (200-500 pb),True
b2151,galS,2241668,-,b2152,yeiB,2241809,-,141,Moderado (100-200 pb),True
b2152,yeiB,2242967,-,b2153,folE,2242983,-,16,Muy cercano (< 50 pb),True
b2153,folE,2243652,-,b2154,yeiG,2243909,+,257,Normal (200-500 pb),False
b2154,yeiG,2244746,+,b2155,cirA,2244777,-,31,Muy cercano (< 50 pb),False
b2155,cirA,2246769,-,b2156,lysP,2247062,-,293,Normal (200-500 pb),True
b2156,lysP,2248532,-,b2157,yeiE,2248736,-,204,Normal (200-500 pb),True
b2157,yeiE,2249618,-,b2158,yeiH,2249716,+,98,Cercano (50-100 pb),False
b2158,yeiH,2250766,+,b2159,nfo,2250839,+,73,Cercano (50-100 pb),True
b2159,nfo,2251697,+,b2160,yeiI,2251699,+,2,Muy cercano (< 50 pb),True
b2160,yeiI,2252788,+,b2161,nupX,2252894,-,106,Moderado (100-200 pb),False
b2161,nupX,2254145,-,b2162,rihB,2254244,-,99,Cercano (50-100 pb),True
b2162,rihB,2255186,-,b2163,yeiL,2255354,+,168,Moderado (100-200 pb),False
b2163,yeiL,2256014,+,b2164,psuT,2256084,-,70,Cercano (50-100 pb),False
b2164,psuT,2257335,-,b2165,psuG,2257428,-,93,Cercano (50-100 pb),True
b2165,psuG,2258367,-,b2166,psuK,2258354,-,-13,Solapado,True
b2166,psuK,2259296,-,b2167,fruA,2259718,-,422,Normal (200-500 pb),True
b2167,fruA,2261410,-,b2168,fruK,2261426,-,16,Muy cercano (< 50 pb),True
b2168,fruK,2262365,-,b2169,fruB,2262364,-,-1,Solapado,True
b2169,fruB,2263495,-,b2170,setB,2263862,+,367,Normal (200-500 pb),False
b2170,setB,2265044,+,b4502,yeiW,2265040,-,-4,Solapado,False
b4502,yeiW,2265295,-,b2171,yeiP,2265449,+,154,Moderado (100-200 pb),False
b2171,yeiP,2266022,+,b2172,yeiQ,2266244,+,222,Normal (200-500 pb),True
b2172,yeiQ,2267711,+,b2173,yeiR,2267828,+,117,Moderado (100-200 pb),True
b2173,yeiR,2268815,+,b2174,lpxT,2268853,+,38,Muy cercano (< 50 pb),True
b2174,lpxT,2269567,+,b2175,mepS,2269978,+,411,Normal (200-500 pb),True
b2175,mepS,2270545,+,b2176,pdeN,2270725,+,180,Moderado (100-200 pb),True
b2176,pdeN,2272282,+,b2177,yejA,2272363,+,81,Cercano (50-100 pb),True
b2177,yejA,2274178,+,b2178,yejB,2274178,+,0,Adyacente,True
b2178,yejB,2275273,+,b2179,yejE,2275272,+,-1,Solapado,True
b2179,yejE,2276298,+,b2180,yejF,2276299,+,1,Muy cercano (< 50 pb),True
b2180,yejF,2277889,+,b2181,yejG,2277892,-,3,Muy cercano (< 50 pb),False
b2181,yejG,2278237,-,b2182,bcr,2278569,-,332,Normal (200-500 pb),True
b2182,bcr,2279760,-,b2183,rsuA,2279787,-,27,Muy cercano (< 50 pb),True
b2183,rsuA,2280483,-,b2184,radD,2280631,+,148,Moderado (100-200 pb),False
b2184,radD,2282392,+,b2185,rplY,2282516,+,124,Moderado (100-200 pb),True
b2185,rplY,2282801,+,b2186,yejK,2282939,-,138,Moderado (100-200 pb),False
b2186,yejK,2283947,-,b2187,yejL,2284128,+,181,Moderado (100-200 pb),False
b2187,yejL,2284356,+,b2188,lapC,2284375,+,19,Muy cercano (< 50 pb),True
b2188,lapC,2286136,+,b2190,yejO,2286389,-,253,Normal (200-500 pb),False
b2190,yejO,2290180,-,b2192,insH8,2289064,-,-1116,Solapado,True
b2192,insH8,2290045,-,b2193,narP,2290499,+,454,Normal (200-500 pb),False
b2193,narP,2291147,+,b2194,ccmH,2291357,-,210,Normal (200-500 pb),False
b2194,ccmH,2292410,-,b2195,ccmG,2292406,-,-4,Solapado,True
b2195,ccmG,2292964,-,b2196,ccmF,2292960,-,-4,Solapado,True
b2196,ccmF,2294904,-,b2197,ccmE,2294900,-,-4,Solapado,True
b2197,ccmE,2295380,-,b2198,ccmD,2295376,-,-4,Solapado,True
b2198,ccmD,2295586,-,b2199,ccmC,2295582,-,-4,Solapado,True
b2199,ccmC,2296320,-,b2200,ccmB,2296361,-,41,Muy cercano (< 50 pb),True
b2200,ccmB,2297024,-,b2201,ccmA,2297020,-,-4,Solapado,True
b2201,ccmA,2297644,-,b2202,napC,2297656,-,12,Muy cercano (< 50 pb),True
b2202,napC,2298259,-,b2203,napB,2298268,-,9,Muy cercano (< 50 pb),True
b2203,napB,2298718,-,b2204,napH,2298714,-,-4,Solapado,True
b2204,napH,2299578,-,b2205,napG,2299564,-,-14,Solapado,True
b2205,napG,2300260,-,b2206,napA,2300266,-,6,Muy cercano (< 50 pb),True
b2206,napA,2302753,-,b2207,napD,2302749,-,-4,Solapado,True
b2207,napD,2303013,-,b2208,napF,2303002,-,-11,Solapado,True
b2208,napF,2303497,-,b4604,yojO,2303605,+,108,Moderado (100-200 pb),False
b4604,yojO,2303770,+,b2209,eco,2303904,+,134,Moderado (100-200 pb),True
b2209,eco,2304393,+,b2210,mqo,2305107,-,714,Grande (> 500 pb),False
b2210,mqo,2306754,-,b2211,yojI,2306971,-,217,Normal (200-500 pb),True
b2211,yojI,2308615,-,b2212,alkB,2308690,-,75,Cercano (50-100 pb),True
b2212,alkB,2309341,-,b2213,ada,2309340,-,-1,Solapado,True
b2213,ada,2310405,-,b2214,ftp,2310478,-,73,Cercano (50-100 pb),True
b2214,ftp,2311534,-,b2215,ompC,2311645,-,111,Moderado (100-200 pb),True
b2215,ompC,2312749,-,b2216,rcsD,2313487,+,738,Grande (> 500 pb),False
b2216,rcsD,2316160,+,b2217,rcsB,2316176,+,16,Muy cercano (< 50 pb),True
b2217,rcsB,2316827,+,b2218,rcsC,2317026,-,199,Moderado (100-200 pb),False
b2218,rcsC,2319876,-,b2219,atoS,2320042,+,166,Moderado (100-200 pb),False
b2219,atoS,2321869,+,b2220,atoC,2321865,+,-4,Solapado,True
b2220,atoC,2323251,+,b2221,atoD,2323446,+,195,Moderado (100-200 pb),True
b2221,atoD,2324109,+,b2222,atoA,2324108,+,-1,Solapado,True
b2222,atoA,2324759,+,b2223,atoE,2324755,+,-4,Solapado,True
b2223,atoE,2326078,+,b2224,atoB,2326108,+,30,Muy cercano (< 50 pb),True
b2224,atoB,2327293,+,b2225,yfaP,2327366,-,73,Cercano (50-100 pb),False
b2225,yfaP,2328143,-,b2226,yfaQ,2328147,-,4,Muy cercano (< 50 pb),True
b2226,yfaQ,2329797,-,b2229,yfaT,2334335,-,4538,Grande (> 500 pb),True
b2229,yfaT,2334959,-,b2230,yfaA,2334955,-,-4,Solapado,True
b2230,yfaA,2336644,-,b2231,gyrA,2336792,-,148,Moderado (100-200 pb),True
b2231,gyrA,2339420,-,b2232,ubiG,2339566,+,146,Moderado (100-200 pb),False
b2232,ubiG,2340289,+,b2233,yfaL,2340416,-,127,Moderado (100-200 pb),False
b2233,yfaL,2344169,-,b4605,ypaB,2344593,-,424,Normal (200-500 pb),True
b4605,ypaB,2344737,-,b2234,nrdA,2344864,+,127,Moderado (100-200 pb),False
b2234,nrdA,2347150,+,b4779,yoaM,2347349,-,199,Moderado (100-200 pb),False
b4779,yoaM,2347385,-,b2235,nrdB,2347383,+,-2,Solapado,False
b2235,nrdB,2348514,+,b2236,yfaE,2348513,+,-1,Solapado,True
b2236,yfaE,2348768,+,b2237,inaA,2348821,-,53,Cercano (50-100 pb),False
b2237,inaA,2349472,-,b2239,glpQ,2349934,-,462,Normal (200-500 pb),True
b2239,glpQ,2351011,-,b2240,glpT,2351015,-,4,Muy cercano (< 50 pb),True
b2240,glpT,2352374,-,b2241,glpA,2352646,+,272,Normal (200-500 pb),False
b2241,glpA,2354275,+,b2242,glpB,2354264,+,-11,Solapado,True
b2242,glpB,2355524,+,b2243,glpC,2355520,+,-4,Solapado,True
b2243,glpC,2356711,+,b2244,rpnE,2356903,+,192,Moderado (100-200 pb),True
b2244,rpnE,2357803,+,b2245,yfaU,2358041,-,238,Normal (200-500 pb),False
b2245,yfaU,2358845,-,b2246,yfaV,2358862,-,17,Muy cercano (< 50 pb),True
b2246,yfaV,2360152,-,b2247,rhmD,2360208,-,56,Cercano (50-100 pb),True
b2247,rhmD,2361414,-,b2248,yfaX,2361428,-,14,Muy cercano (< 50 pb),True
b2248,yfaX,2362211,-,b2249,yfaY,2362430,-,219,Normal (200-500 pb),True
b2249,yfaY,2363633,-,b2250,yfaZ,2363732,-,99,Cercano (50-100 pb),True
b2250,yfaZ,2364275,-,b2251,nudI,2364553,+,278,Normal (200-500 pb),False
b2251,nudI,2364979,+,b2252,ais,2365017,-,38,Muy cercano (< 50 pb),False
b2252,ais,2365620,-,b2253,arnB,2365909,+,289,Normal (200-500 pb),False
b2253,arnB,2367067,+,b2254,arnC,2367070,+,3,Muy cercano (< 50 pb),True
b2254,arnC,2368039,+,b2255,arnA,2368038,+,-1,Solapado,True
b2255,arnA,2370021,+,b2256,arnD,2370017,+,-4,Solapado,True
b2256,arnD,2370908,+,b2257,arnT,2370907,+,-1,Solapado,True
b2257,arnT,2372560,+,b4544,arnE,2372556,+,-4,Solapado,True
b4544,arnE,2372892,+,b2258,arnF,2372891,+,-1,Solapado,True
b2258,arnF,2373278,+,b2259,pmrD,2373271,-,-7,Solapado,False
b2259,pmrD,2373538,-,b2260,menE,2373647,-,109,Moderado (100-200 pb),True
b2260,menE,2375003,-,b2261,menC,2374999,-,-4,Solapado,True
b2261,menC,2375962,-,b2262,menB,2375961,-,-1,Solapado,True
b2262,menB,2376819,-,b2263,menH,2376833,-,14,Muy cercano (< 50 pb),True
b2263,menH,2377592,-,b2264,menD,2377588,-,-4,Solapado,True
b2264,menD,2379259,-,b2265,menF,2379347,-,88,Cercano (50-100 pb),True
b2265,menF,2380643,-,b2266,elaB,2380721,-,78,Cercano (50-100 pb),True
b2266,elaB,2381027,-,b2267,elaA,2381081,-,54,Cercano (50-100 pb),True
b2267,elaA,2381543,-,b2268,rbn,2381607,+,64,Cercano (50-100 pb),False
b2268,rbn,2382525,+,b2269,elaD,2382712,+,187,Moderado (100-200 pb),True
b2269,elaD,2383924,+,b2270,yfbK,2383994,-,70,Cercano (50-100 pb),False
b2270,yfbK,2385722,-,b2271,yfbL,2385859,+,137,Moderado (100-200 pb),False
b2271,yfbL,2386831,+,b2272,yfbM,2386933,+,102,Moderado (100-200 pb),True
b2272,yfbM,2387437,+,b2273,yfbN,2387709,-,272,Normal (200-500 pb),False
b2273,yfbN,2388426,-,b2274,yfbO,2388634,+,208,Normal (200-500 pb),False
b2274,yfbO,2389057,+,b2275,yfbP,2389115,+,58,Cercano (50-100 pb),True
b2275,yfbP,2389964,+,b2276,nuoN,2390047,-,83,Cercano (50-100 pb),False
b2276,nuoN,2391505,-,b2277,nuoM,2391511,-,6,Muy cercano (< 50 pb),True
b2277,nuoM,2393041,-,b2278,nuoL,2393204,-,163,Moderado (100-200 pb),True
b2278,nuoL,2395046,-,b2279,nuoK,2395042,-,-4,Solapado,True
b2279,nuoK,2395345,-,b2280,nuoJ,2395341,-,-4,Solapado,True
b2280,nuoJ,2395896,-,b2281,nuoI,2395907,-,11,Muy cercano (< 50 pb),True
b2281,nuoI,2396450,-,b2282,nuoH,2396464,-,14,Muy cercano (< 50 pb),True
b2282,nuoH,2397442,-,b2283,nuoG,2397438,-,-4,Solapado,True
b2283,nuoG,2400165,-,b2284,nuoF,2400217,-,52,Cercano (50-100 pb),True
b2284,nuoF,2401555,-,b2285,nuoE,2401551,-,-4,Solapado,True
b2285,nuoE,2402052,-,b2286,nuoC,2402054,-,2,Muy cercano (< 50 pb),True
b2286,nuoC,2403845,-,b2287,nuoB,2403950,-,105,Moderado (100-200 pb),True
b2287,nuoB,2404613,-,b2288,nuoA,2404628,-,15,Muy cercano (< 50 pb),True
b2288,nuoA,2405072,-,b2289,lrhA,2405702,-,630,Grande (> 500 pb),True
b2289,lrhA,2406641,-,b2290,alaA,2407560,+,919,Grande (> 500 pb),False
b2290,alaA,2408778,+,b2291,yfbR,2408861,+,83,Cercano (50-100 pb),True
b2291,yfbR,2409461,+,b2292,yfbS,2409519,-,58,Cercano (50-100 pb),False
b2292,yfbS,2411352,-,b2293,hxpA,2411438,-,86,Cercano (50-100 pb),True
b2293,hxpA,2412089,-,b2294,yfbU,2412099,-,10,Muy cercano (< 50 pb),True
b2294,yfbU,2412594,-,b2295,yfbV,2412676,-,82,Cercano (50-100 pb),True
b2295,yfbV,2413132,-,b2296,ackA,2413469,+,337,Normal (200-500 pb),False
b2296,ackA,2414672,+,b2297,pta,2414746,+,74,Cercano (50-100 pb),True
b2297,pta,2416891,+,b2298,yfcC,2417080,+,189,Moderado (100-200 pb),True
b2298,yfcC,2418601,+,b2299,yfcD,2418633,-,32,Muy cercano (< 50 pb),False
b2299,yfcD,2419176,-,b2300,yfcE,2419233,-,57,Cercano (50-100 pb),True
b2300,yfcE,2419788,-,b2301,yfcF,2419840,-,52,Cercano (50-100 pb),True
b2301,yfcF,2420485,-,b2302,yfcG,2420620,+,135,Moderado (100-200 pb),False
b2302,yfcG,2421268,+,b2303,folX,2421324,+,56,Cercano (50-100 pb),True
b2303,folX,2421687,+,b2304,yfcH,2421707,+,20,Muy cercano (< 50 pb),True
b2304,yfcH,2422601,+,b2305,rpnB,2422648,-,47,Muy cercano (< 50 pb),False
b2305,rpnB,2423539,-,b2306,hisP,2423735,-,196,Moderado (100-200 pb),True
b2306,hisP,2424509,-,b2307,hisM,2424516,-,7,Muy cercano (< 50 pb),True
b2307,hisM,2425233,-,b2308,hisQ,2425229,-,-4,Solapado,True
b2308,hisQ,2425916,-,b2309,hisJ,2426005,-,89,Cercano (50-100 pb),True
b2309,hisJ,2426788,-,b2310,argT,2427008,-,220,Normal (200-500 pb),True
b2310,argT,2427791,-,b2311,ubiX,2428056,-,265,Normal (200-500 pb),True
b2311,ubiX,2428626,-,b2312,purF,2428720,-,94,Cercano (50-100 pb),True
b2312,purF,2430238,-,b2313,cvpA,2430274,-,36,Muy cercano (< 50 pb),True
b2313,cvpA,2430763,-,b2314,dedD,2431021,-,258,Normal (200-500 pb),True
b2314,dedD,2431684,-,b2315,folC,2431673,-,-11,Solapado,True
b2315,folC,2432942,-,b2316,accD,2433011,-,69,Cercano (50-100 pb),True
b2316,accD,2433926,-,b2317,dedA,2434081,-,155,Moderado (100-200 pb),True
b2317,dedA,2434741,-,b2318,truA,2434823,-,82,Cercano (50-100 pb),True
b2318,truA,2435636,-,b2319,usg,2435635,-,-1,Solapado,True
b2319,usg,2436649,-,b2320,pdxB,2436714,-,65,Cercano (50-100 pb),True
b2320,pdxB,2437851,-,b2321,flk,2437949,+,98,Cercano (50-100 pb),False
b2321,flk,2438945,+,b2322,yfcJ,2438941,-,-4,Solapado,False
b2322,yfcJ,2440120,-,b2323,fabB,2440384,-,264,Normal (200-500 pb),True
b2323,fabB,2441605,-,b2324,mnmC,2441763,+,158,Moderado (100-200 pb),False
b2324,mnmC,2443770,+,b2325,yfcL,2443890,-,120,Moderado (100-200 pb),False
b2325,yfcL,2444169,-,b2326,epmC,2444202,-,33,Muy cercano (< 50 pb),True
b2326,epmC,2444751,-,b2327,yfcA,2444750,-,-1,Solapado,True
b2327,yfcA,2445560,-,b2328,mepA,2445559,-,-1,Solapado,True
b2328,mepA,2446384,-,b2329,aroC,2446387,-,3,Muy cercano (< 50 pb),True
b2329,aroC,2447473,-,b2330,prmB,2447507,-,34,Muy cercano (< 50 pb),True
b2330,prmB,2448440,-,b2331,smrB,2448605,+,165,Moderado (100-200 pb),False
b2331,smrB,2449157,+,b2332,yfcO,2449227,-,70,Cercano (50-100 pb),False
b2332,yfcO,2450049,-,b2333,yfcP,2450050,-,1,Muy cercano (< 50 pb),True
b2333,yfcP,2450590,-,b2334,yfcQ,2450586,-,-4,Solapado,True
b2334,yfcQ,2451075,-,b2335,yfcR,2451071,-,-4,Solapado,True
b2335,yfcR,2451584,-,b2336,yfcS,2451583,-,-1,Solapado,True
b2336,yfcS,2452336,-,b2339,yfcV,2455082,-,2746,Grande (> 500 pb),True
b2339,yfcV,2455646,-,b2340,sixA,2456326,-,680,Grande (> 500 pb),True
b2340,sixA,2456812,-,b2341,fadJ,2457014,-,202,Normal (200-500 pb),True
b2341,fadJ,2459159,-,b2342,fadI,2459158,-,-1,Solapado,True
b2342,fadI,2460469,-,b2343,yfcZ,2460649,-,180,Moderado (100-200 pb),True
b2343,yfcZ,2460934,-,b2344,fadL,2461305,+,371,Normal (200-500 pb),False
b2344,fadL,2462646,+,b2345,yfdF,2463011,+,365,Normal (200-500 pb),True
b2345,yfdF,2464070,+,b2346,mlaA,2464251,-,181,Moderado (100-200 pb),False
b2346,mlaA,2465007,-,b2347,yfdC,2465300,+,293,Normal (200-500 pb),False
b2347,yfdC,2466233,+,b2349,intS,2466544,+,311,Normal (200-500 pb),True
b2349,intS,2467702,+,b2350,yfdG,2467854,+,152,Moderado (100-200 pb),True
b2350,yfdG,2468217,+,b2351,yfdH,2468213,+,-4,Solapado,True
b2351,yfdH,2469134,+,b2352,yfdI,2469130,+,-4,Solapado,True
b2352,yfdI,2470462,+,b4780,yodE,2470496,-,34,Muy cercano (< 50 pb),False
b4780,yodE,2470643,-,b2354,yfdK,2471076,-,433,Normal (200-500 pb),True
b2354,yfdK,2471517,-,b2356,yfdM,2472111,-,594,Grande (> 500 pb),True
b2356,yfdM,2472387,-,b2357,yfdN,2472386,-,-1,Solapado,True
b2357,yfdN,2472881,-,b2358,yfdO,2472877,-,-4,Solapado,True
b2358,yfdO,2473246,-,b2359,yfdP,2473603,+,357,Normal (200-500 pb),False
b2359,yfdP,2473966,+,b2360,yfdQ,2474031,+,65,Cercano (50-100 pb),True
b2360,yfdQ,2474856,+,b2361,yfdR,2474983,+,127,Moderado (100-200 pb),True
b2361,yfdR,2475520,+,b2362,yfdS,2475510,+,-10,Solapado,True
b2362,yfdS,2475873,+,b2363,yfdT,2475872,+,-1,Solapado,True
b2363,yfdT,2476178,+,b4545,ypdJ,2476093,+,-85,Solapado,True
b4545,ypdJ,2476234,+,b4501,torI,2476309,+,75,Cercano (50-100 pb),True
b4501,torI,2476510,+,b2364,dsdC,2476693,-,183,Moderado (100-200 pb),False
b2364,dsdC,2477629,-,b2365,dsdX,2477846,+,217,Normal (200-500 pb),False
b2365,dsdX,2479184,+,b2366,dsdA,2479201,+,17,Muy cercano (< 50 pb),True
b2366,dsdA,2480530,+,b2367,emrY,2480637,-,107,Moderado (100-200 pb),False
b2367,emrY,2482176,-,b2368,emrK,2482175,-,-1,Solapado,True
b2368,emrK,2483339,-,b4781,evgL,2483728,+,389,Normal (200-500 pb),False
b4781,evgL,2483758,+,b2369,evgA,2483754,+,-4,Solapado,True
b2369,evgA,2484369,+,b2370,evgS,2484373,+,4,Muy cercano (< 50 pb),True
b2370,evgS,2487967,+,b2371,yfdE,2488022,-,55,Cercano (50-100 pb),False
b2371,yfdE,2489168,-,b2372,yfdV,2489241,-,73,Cercano (50-100 pb),True
